бараа_дугаар,ангилал,бүлэг,брэнд,одоогийн_үнэ,суурь_үнэ,өртөг,санал_болгох_үнэ,өөрчлөлтийн_дүн,өөрчлөлтийн_хувь,үйлдэл,яаралтай,ашгийн_хувь,ашгийн_ангилал,эрэлтийн_түвшин,сарын_дундаж_тоо,нийт_тоо,идэвхтэй_сар,шалтгаан
Item_3436,Category_11,Group_18,Brand_183,37472,37472,26797,32980,-4492,-12.0,Үнэ бууруулах,Дунд,28.5,Дунд ашиг,Бага,1.7,10,6,150 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3437,Category_11,Group_18,Brand_183,15990,15990,11561,14070,-1920,-12.0,Үнэ бууруулах,Дунд,27.7,Дунд ашиг,Бага,1.5,9,6,193 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3438,Category_85,Group_18,Brand_183,15830,15990,11062,13930,-1900,-12.0,Үнэ бууруулах,Дунд,30.1,Дунд ашиг,Дунд,2.0,6,3,192 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3439,Category_85,Group_18,Brand_183,15681,15681,11904,13800,-1881,-12.0,Үнэ бууруулах,Дунд,24.7,Дунд ашиг,Бага,1.4,10,7,145 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_344,Category_33,Group_20,Brand_24,19657,19990,7862,18280,-1376,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,3,3,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3440,Category_85,Group_18,Brand_183,61900,61900,47264,54470,-7430,-12.0,Үнэ бууруулах,Дунд,23.6,Дунд ашиг,Бага,1.3,8,6,170 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3441,Category_85,Group_18,Brand_183,61900,61900,47264,54470,-7430,-12.0,Үнэ бууруулах,Дунд,23.6,Дунд ашиг,Бага,1.6,8,5,182 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3442,Category_100,Group_4,Brand_157,3442,3500,3575,3930,488,14.2,Үнэ нэмэх,Яаралтай,-3.9,Алдагдалтай,Дунд,11.7,35,3,"Алдагдалтай зарагдаж байна (-3.9%) | Өртөгт суурилсан доод үнэ: 4,111₮ | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 3,575₮"
Item_3443,Category_24,Group_9,Brand_137,43485,44600,36390,43480,0,0.0,Өөрчлөхгүй,Бага зэрэг,16.3,Бага ашиг,Бага,1.0,4,4,"Одоогийн үнэ тохиромжтой: 16.3% ашиг, бага эрэлт"
Item_3444,Category_18,Group_9,Brand_137,23800,23800,19473,23800,0,0.0,Өөрчлөхгүй,Бага зэрэг,18.2,Бага ашиг,Бага,1.5,6,4,"Одоогийн үнэ тохиромжтой: 18.2% ашиг, бага эрэлт"
Item_3445,Category_33,Group_20,Brand_137,15900,15900,11736,13990,-1910,-12.0,Үнэ бууруулах,Дунд,26.2,Дунд ашиг,Бага,1.2,5,4,259 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3446,Category_20,Group_9,Brand_137,29500,29500,24136,29500,0,0.0,Өөрчлөхгүй,Бага зэрэг,18.2,Бага ашиг,Бага,1.6,8,5,"Одоогийн үнэ тохиромжтой: 18.2% ашиг, бага эрэлт"
Item_3447,Category_11,Group_3,Brand_20,17465,19990,11527,15370,-2094,-12.0,Үнэ бууруулах,Дунд,39.2,Дунд ашиг,Өндөр,106.8,1068,10,161 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3448,Category_11,Group_3,Brand_20,11653,15990,6815,12240,586,5.0,Үнэ нэмэх,Дунд,48.4,Сайн ашиг,Өндөр,61.1,550,9,"Эрэлт маш өндөр (61 ш/сар), ашиг сайн (48.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3449,Category_11,Group_3,Brand_20,28409,34990,18791,25000,-3409,-12.0,Үнэ бууруулах,Дунд,35.2,Дунд ашиг,Дунд,21.8,218,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_345,Category_27,Group_10,Brand_3,6990,6990,2796,6500,-490,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_3450,Category_11,Group_3,Brand_20,15233,21990,10234,13410,-1823,-12.0,Үнэ бууруулах,Дунд,34.9,Дунд ашиг,Дунд,8.4,76,9,190 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3451,Category_33,Group_20,Brand_20,12425,16348,7194,13050,625,5.0,Үнэ нэмэх,Дунд,49.0,Сайн ашиг,Өндөр,75.3,753,10,"Эрэлт маш өндөр (75 ш/сар), ашиг сайн (49.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3452,Category_33,Group_20,Brand_20,17705,18037,7081,15580,-2124,-12.0,Үнэ бууруулах,Дунд,63.2,Сайн ашиг,Өндөр,38.2,382,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3453,Category_49,Group_2,Brand_22,23218,32990,17162,20430,-2788,-12.0,Үнэ бууруулах,Дунд,31.0,Дунд ашиг,Өндөр,112.4,1124,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3454,Category_49,Group_2,Brand_22,20745,32990,15991,18260,-2484,-12.0,Үнэ бууруулах,Дунд,26.3,Дунд ашиг,Өндөр,86.9,869,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3455,Category_49,Group_2,Brand_22,43031,44067,21720,37870,-5160,-12.0,Үнэ бууруулах,Дунд,49.7,Сайн ашиг,Өндөр,39.7,397,10,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3456,Category_49,Group_2,Brand_22,42397,43306,21770,44170,1773,4.2,Үнэ нэмэх,Дунд,48.8,Сайн ашиг,Өндөр,61.1,550,9,"Эрэлт маш өндөр (61 ш/сар), ашиг сайн (48.8%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3457,Category_49,Group_2,Brand_22,42919,44020,21930,44900,1980,4.6,Үнэ нэмэх,Дунд,49.2,Сайн ашиг,Өндөр,58.4,584,10,"Эрэлт маш өндөр (58 ш/сар), ашиг сайн (49.2%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3458,Category_90,Group_12,Brand_145,35889,36990,19714,31580,-4309,-12.0,Үнэ бууруулах,Дунд,48.6,Сайн ашиг,Дунд,2.5,25,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3459,Category_2,Group_2,Brand_61,44511,44990,20481,39170,-5341,-12.0,Үнэ бууруулах,Дунд,54.4,Сайн ашиг,Дунд,8.7,87,10,143 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_346,Category_27,Group_10,Brand_3,7282,8990,2912,6550,-731,-10.1,Үнэ бууруулах,Дунд,83.5,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), 19.0% хөнгөлөлттэй ч зарагдахгүй | Үнийг бууруулж борлуулалтыг нэмэгдүүлэх"
Item_3460,Category_2,Group_2,Brand_22,34298,34990,15944,30180,-4117,-12.0,Үнэ бууруулах,Дунд,53.7,Сайн ашиг,Өндөр,37.8,378,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3461,Category_28,Group_5,Brand_23,28923,29990,15133,25450,-3473,-12.0,Үнэ бууруулах,Дунд,47.7,Сайн ашиг,Дунд,13.6,136,10,141 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3462,Category_28,Group_5,Brand_23,28729,29990,15339,25280,-3449,-12.0,Үнэ бууруулах,Дунд,47.0,Сайн ашиг,Дунд,15.3,153,10,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3463,Category_18,Group_9,Brand_23,54938,57434,27163,48350,-6588,-12.0,Үнэ бууруулах,Дунд,50.7,Сайн ашиг,Дунд,16.5,165,10,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3464,Category_21,Group_9,Brand_23,53727,55400,24134,47280,-6447,-12.0,Үнэ бууруулах,Дунд,55.3,Сайн ашиг,Өндөр,39.3,393,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3465,Category_52,Group_2,Brand_22,36045,36990,18618,31720,-4324,-12.0,Үнэ бууруулах,Дунд,48.5,Сайн ашиг,Дунд,14.7,147,10,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3466,Category_52,Group_2,Brand_22,35989,36990,18794,31670,-4319,-12.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Өндөр,30.1,301,10,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3467,Category_18,Group_9,Brand_23,38402,39990,17987,40320,1918,5.0,Үнэ нэмэх,Дунд,53.3,Сайн ашиг,Өндөр,52.3,523,10,"Эрэлт маш өндөр (52 ш/сар), ашиг сайн (53.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3468,Category_28,Group_5,Brand_23,66214,69990,36218,58270,-7944,-12.0,Үнэ бууруулах,Дунд,45.2,Сайн ашиг,Дунд,12.0,120,10,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3469,Category_9,Group_3,Brand_19,29342,29990,14583,25820,-3522,-12.0,Үнэ бууруулах,Дунд,50.6,Сайн ашиг,Дунд,10.4,104,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_347,Category_78,Group_6,Brand_45,2458,2500,983,2160,-298,-12.1,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,3.0,9,3,397 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3470,Category_9,Group_3,Brand_19,29051,29990,14762,25560,-3490,-12.0,Үнэ бууруулах,Дунд,49.9,Сайн ашиг,Дунд,17.7,177,10,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3471,Category_61,Group_13,Brand_53,15914,16529,6365,16710,795,5.0,Үнэ нэмэх,Дунд,60.8,Сайн ашиг,Өндөр,92.7,927,10,"Эрэлт маш өндөр (93 ш/сар), ашиг сайн (60.8%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3472,Category_18,Group_9,Brand_53,36863,37515,16940,32440,-4422,-12.0,Үнэ бууруулах,Дунд,54.3,Сайн ашиг,Дунд,6.1,61,10,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3473,Category_13,Group_20,Brand_95,38331,39990,18852,40250,1919,5.0,Үнэ нэмэх,Дунд,51.0,Сайн ашиг,Өндөр,97.5,975,10,"Эрэлт маш өндөр (98 ш/сар), ашиг сайн (51.0%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3474,Category_26,Group_9,Brand_100,40856,44028,21661,42900,2044,5.0,Үнэ нэмэх,Дунд,47.3,Сайн ашиг,Өндөр,104.9,1049,10,"Эрэлт маш өндөр (105 ш/сар), ашиг сайн (47.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_3475,Category_16,Group_10,Brand_100,37778,41212,19012,33240,-4538,-12.0,Үнэ бууруулах,Дунд,49.8,Сайн ашиг,Өндөр,31.3,313,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3476,Category_16,Group_10,Brand_100,38215,41089,19116,33630,-4585,-12.0,Үнэ бууруулах,Дунд,50.2,Сайн ашиг,Дунд,15.3,153,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3477,Category_30,Group_10,Brand_100,37473,41527,17899,32980,-4493,-12.0,Үнэ бууруулах,Дунд,52.5,Сайн ашиг,Дунд,20.3,183,9,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3478,Category_30,Group_10,Brand_100,36276,41401,17648,31920,-4356,-12.0,Үнэ бууруулах,Дунд,51.4,Сайн ашиг,Дунд,14.8,133,9,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3479,Category_16,Group_10,Brand_100,37815,41474,18920,33280,-4535,-12.0,Үнэ бууруулах,Дунд,49.9,Сайн ашиг,Дунд,16.4,164,10,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_348,Category_78,Group_6,Brand_45,120,120,48,110,-10,-8.3,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Өндөр,28.0,28,1,362 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3480,Category_15,Group_9,Brand_96,40527,41364,17485,35660,-4867,-12.0,Үнэ бууруулах,Дунд,56.9,Сайн ашиг,Өндөр,39.5,395,10,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3481,Category_18,Group_9,Brand_105,48427,49990,22933,42620,-5807,-12.0,Үнэ бууруулах,Дунд,52.7,Сайн ашиг,Өндөр,34.3,343,10,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_3482,Category_26,Group_9,Brand_27,41548,42990,21968,43630,2081,5.0,Үнэ нэмэх,Дунд,47.3,Сайн ашиг,Өндөр,53.0,530,10,"Эрэлт маш өндөр (53 ш/сар), ашиг сайн (47.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
